"BACHATA,""TABLE""";;
"LISTA_GUARDADA,""TABLE""";;"LISTAREPRODUCCION,""TABLE"""
"MERENGUE,""TABLE""";;
"REGUETON,""TABLE""";;
"SALSA,""TABLE""";;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
